"protein_class_id","parent_id","pref_name","short_name","protein_class_desc","definition","class_level"
1053,1024,"Ionotropic glutamate receptor","GLUT","ion channel  lgic  glut","A class of ligand-gated ion channel receptors that have specificity for GLUTAMATE. They are distinct from METABOTROPIC GLUTAMATE RECEPTORS which act through a G-protein-coupled mechanism. [MESH:D058468]",3
1054,1031,"Cytochrome P450 family 1","CYP_1","enzyme  cytochrome p450  cyp_1",,3
1055,1031,"Cytochrome P450 family 2","CYP_2","enzyme  cytochrome p450  cyp_2",,3
1056,1031,"Cytochrome P450 family 3","CYP_3","enzyme  cytochrome p450  cyp_3",,3
1057,1031,"Cytochrome P450 family 4","CYP_4","enzyme  cytochrome p450  cyp_4",,3
1058,1031,"Cytochrome P450 family 5","CYP_5","enzyme  cytochrome p450  cyp_5",,3
1059,1031,"Cytochrome P450 family 7","CYP_7","enzyme  cytochrome p450  cyp_7",,3
1060,1031,"Cytochrome P450 family 8","CYP_8","enzyme  cytochrome p450  cyp_8",,3
1061,1034,"Phosphodiesterase 1","PDE_1","enzyme  phosphodiesterase  pde_1","A CALCIUM and CALMODULIN-dependent cyclic nucleotide phosphodiesterase subfamily. The three members of this family are referred to as type 1A, type 1B, and type 1C and are each product of a distinct gene. In addition, multiple enzyme variants of each subtype can be produced due to multiple alternative mRNA splicing. Although the type 1 enzymes are classified as 3',5'-cyclic-AMP phosphodiesterases (EC 3.1.4.17), some members of this class have additional specificity for CYCLIC GMP. [MESH:D054677]",3
1062,1034,"Phosphodiesterase 2","PDE_2","enzyme  phosphodiesterase  pde_2","A cyclic nucleotide phosphodiesterase subfamily that is activated by the binding of CYCLIC GMP to an allosteric domain found on the enzyme. Multiple enzyme variants of this subtype can be produced due to multiple alternative mRNA splicing. The subfamily is expressed in a broad variety of tissues and may play a role in mediating cross-talk between CYCLIC GMP and CYCLIC CMP pathways. Although the type 2 enzymes are classified as 3',5'-cyclic-AMP phosphodiesterases (EC 3.1.4.17), members of this class have additional specificity for CYCLIC GMP. [MESH:D054678]",3
1063,1034,"Phosphodiesterase 3","PDE_3","enzyme  phosphodiesterase  pde_3","A cyclic nucleotide phosphodiesterase subfamily that is inhibited by the binding of CYCLIC GMP to an allosteric domain found on the enzyme and through phosphorylation by regulatory kinases such as PROTEIN KINASE A and PROTEIN KINASE B. The two members of this family are referred to as type 3A, and type 3B, and are each product of a distinct gene. In addition multiple enzyme variants of each subtype can be produced due to multiple alternative mRNA splicing. [MESH:D054684]",3
1064,1034,"Phosphodiesterase 4","PDE_4","enzyme  phosphodiesterase  pde_4","A cyclic nucleotide phosphodiesterase subfamily that is found predominantly in inflammatory cells and may play a role in the regulation of CELL-MEDIATED IMMUNITY. The enzyme family includes over twenty different variants that occur due to multiple ALTERNATIVE SPLICING of the mRNA of at least four different genes. [MESH:D054703]",3
1065,1034,"Phosphodiesterase 5","PDE_5","enzyme  phosphodiesterase  pde_5","A cyclic nucleotide phosphodiesterase subfamily that is highly specific for CYCLIC GMP. It is found predominantly in vascular tissue and plays an important role in regulating VASCULAR SMOOTH MUSCLE contraction. [MESH:D054706]",3
1066,1034,"Phosphodiesterase 6","PDE_6","enzyme  phosphodiesterase  pde_6","A cyclic nucleotide phosphodiesterase subfamily that is highly specific for CYCLIC GMP. It is found predominantly in the outer segment PHOTORECEPTOR CELLS of the RETINA. It is comprised of two catalytic subunits, referred to as alpha and beta, that form a dimer. In addition two regulatory subunits, referred to as gamma and delta, modulate the activity and localization of the enzyme. [MESH:D054707]",3
1067,1034,"Phosphodiesterase 7","PDE_7","enzyme  phosphodiesterase  pde_7","A cyclic nucleotide phosphodiesterase subfamily that is highly specific for CYCLIC AMP. Several isoforms of the enzyme type exist, each with its own tissue localization. The isoforms are encoded by at least two genes and are a product of multiple alternative splicing of their mRNAs. [MESH:D054708]",3
1068,1034,"Phosphodiesterase 8","PDE_8","enzyme  phosphodiesterase  pde_8",,3
1069,1034,"Phosphodiesterase 9","PDE_9","enzyme  phosphodiesterase  pde_9",,3
1070,1031,"Cytochrome P450 family 11","CYP_11","enzyme  cytochrome p450  cyp_11",,3
1071,1031,"Cytochrome P450 family 17","CYP_17","enzyme  cytochrome p450  cyp_17","A microsomal cytochrome P450 enzyme that catalyzes the 17-alpha-hydroxylation of progesterone or pregnenolone and subsequent cleavage of the residual two carbons at C17 in the presence of molecular oxygen and NADPH-FERRIHEMOPROTEIN REDUCTASE. This enzyme, encoded by CYP17 gene, generates precursors for glucocorticoid, androgen, and estrogen synthesis. Defects in CYP17 gene cause congenital adrenal hyperplasia (ADRENAL HYPERPLASIA, CONGENITAL) and abnormal sexual differentiation. [MESH:D013254]",3
1072,1031,"Cytochrome P450 family 19","CYP_19","enzyme  cytochrome p450  cyp_19","An enzyme that catalyzes the desaturation (aromatization) of the ring A of C19 androgens and converts them to C18 estrogens. In this process, the 19-methyl is removed. This enzyme is membrane-bound, located in the endoplasmic reticulum of estrogen-producing cells of ovaries, placenta, testes, adipose, and brain tissues. Aromatase is encoded by the CYP19 gene, and functions in complex with NADPH-FERRIHEMOPROTEIN REDUCTASE in the cytochrome P-450 system. [MESH:D001141]",3
1073,1031,"Cytochrome P450 family 21","CYP_21","enzyme  cytochrome p450  cyp_21","An adrenal microsomal cytochrome P450 enzyme that catalyzes the 21-hydroxylation of steroids in the presence of molecular oxygen and NADPH-FERRIHEMOPROTEIN REDUCTASE. This enzyme, encoded by CYP21 gene, converts progesterones to precursors of adrenal steroid hormones (CORTICOSTERONE; HYDROCORTISONE). Defects in CYP21 cause congenital adrenal hyperplasia (ADRENAL HYPERPLASIA, CONGENITAL). [MESH:D013255]",3
1074,1031,"Cytochrome P450 family 24","CYP_24","enzyme  cytochrome p450  cyp_24",,3
1075,1031,"Cytochrome P450 family 26","CYP_26","enzyme  cytochrome p450  cyp_26",,3
1076,1031,"Cytochrome P450 family 51","CYP_51","enzyme  cytochrome p450  cyp_51",,3
1077,1034,"Phosphodiesterase 10","PDE_10","enzyme  phosphodiesterase  pde_10",,3
1078,1034,"Phosphodiesterase 11","PDE_11","enzyme  phosphodiesterase  pde_11",,3
1079,1028,"Serine protease","Serine","enzyme  protease  serine","Peptide hydrolases that contain at the active site a SERINE residue involved in catalysis. [MESH:D057057]",3
1081,1028,"Metallo protease","Metallo","enzyme  protease  metallo","Proteases which use a metal, normally ZINC, in the catalytic mechanism. This group of enzymes is inactivated by metal CHELATORS. [MESH:D045726]",3
1082,1020,"Peptide receptor (family A GPCR)","Peptide","membrane receptor  7tm1  peptide",,3
1083,1021,"Peptide receptor (family B GPCR)","Peptide","membrane receptor  7tm2  peptide",,3
1084,1028,"Protease unclassified","Unknown","enzyme  protease  unknown",,3
1085,1028,"Aspartic protease","Aspartic","enzyme  protease  aspartic","A subclass of peptide hydrolases that depend on an ASPARTIC ACID residue for their activity. [MESH:D057055]",3
1087,1028,"Cysteine protease","Cysteine","enzyme  protease  cysteine","A subclass of peptide hydrolases that depend on a CYSTEINE residue for their activity. [MESH:D057056]",3
1088,1020,"Small molecule receptor (family A GPCR)","SmallMol","membrane receptor  7tm1  smallmol",,3
1089,1022,"Small molecule receptor (family C GPCR)","SmallMol","membrane receptor  7tm3  smallmol",,3
1090,1028,"Protease inhibitor","Inhibitor","enzyme  protease  inhibitor",,3
1091,1028,"Threonine protease","Threonine","enzyme  protease  threonine",,3
1096,745,"F-type ATPase","F-type ATPase","transporter  ntpase  f-type and v-type  f-type atpase",,4
1098,1027,"P-type ATPase","P-type ATPase","transporter  ntpase  p-type atpase",,3
1100,6,"Protein Kinase","Protein Kinase","enzyme  kinase  protein kinase","A family of enzymes that catalyze the conversion of ATP and a protein to ADP and a phosphoprotein. [MESH:D011494]",3
1103,1030,"Protein Phosphatase","Protein Phosphatase","enzyme  phosphatase  protein phosphatase","A group of hydrolases which catalyze the hydrolysis of monophosphoric esters with the production of one mole of orthophosphate. EC 3.1.3. [MESH:D010744]",3
1104,1027,"ATP-binding cassette","ATP binding cassette","transporter  ntpase  atp binding cassette","A family of MEMBRANE TRANSPORT PROTEINS that require ATP hydrolysis for the transport of substrates across membranes. The protein family derives its name from the ATP-binding domain found on the protein. [MESH:D018528]",3
1106,1085,"Aspartic protease AA clan","AA","enzyme  protease  aspartic  aa",,4
1107,1085,"Aspartic protease AD clan","AD","enzyme  protease  aspartic  ad",,4
1108,1085,"Aspartic protease AF clan","AF","enzyme  protease  aspartic  af",,4
1109,1087,"Cysteine protease CM clan","CM","enzyme  protease  cysteine  cm",,4
1110,1087,"Cysteine protease CA clan","CA","enzyme  protease  cysteine  ca",,4
1111,1087,"Cysteine protease CD clan","CD","enzyme  protease  cysteine  cd",,4
1112,1090,"Protease inhibitor unclassified clan","I-","enzyme  protease  inhibitor  i-",,4
1113,1081,"Metallo protease unclassified clan","M-","enzyme  protease  metallo  m-",,4
1114,1081,"Metallo protease MC clan","MC","enzyme  protease  metallo  mc",,4
1115,1081,"Metallo protease MF clan","MF","enzyme  protease  metallo  mf",,4
1116,1081,"Metallo protease MG clan","MG","enzyme  protease  metallo  mg",,4
1117,1081,"Metallo protease MH clan","MH","enzyme  protease  metallo  mh",,4
1118,1081,"Metallo protease MJ clan","MJ","enzyme  protease  metallo  mj",,4
1119,1079,"Serine protease SB clan","SB","enzyme  protease  serine  sb",,4
1120,1079,"Serine protease SC clan","SC","enzyme  protease  serine  sc",,4
1121,1079,"Serine protease SE clan","SE","enzyme  protease  serine  se",,4
1122,1079,"Serine protease SF clan","SF","enzyme  protease  serine  sf",,4
1123,1079,"Serine protease SH clan","SH","enzyme  protease  serine  sh",,4
1124,1079,"Serine protease SR clan","SR","enzyme  protease  serine  sr",,4
1125,1084,"Protease unclassified U family","U-","enzyme  protease  unknown  u-",,4
1126,1024,"Nicotinic acetylcholine receptor","ACH","ion channel  lgic  ach",,3
1127,1024,"Glycine receptor","GLY","ion channel  lgic  gly","Cell surface receptors that bind GLYCINE with high affinity and trigger intracellular changes which influence the behavior of cells. Glycine receptors in the CENTRAL NERVOUS SYSTEM have an intrinsic chloride channel and are usually inhibitory. [MESH:D018009]",3
1130,1081,"Metallo protease MAE clan","MAE","enzyme  protease  metallo  mae",,4
1131,1081,"Metallo protease MAM clan","MAM","enzyme  protease  metallo  mam",,4
1132,1104,"ABCB subfamily","MDR","transporter  ntpase  atp binding cassette  mdr","A subfamily of transmembrane proteins from the superfamily of ATP-BINDING CASSETTE TRANSPORTERS that are closely related in sequence to P-GLYCOPROTEIN. When overexpressed, they function as ATP-dependent efflux pumps able to extrude lipophilic drugs, especially ANTINEOPLASTIC AGENTS, from cells causing multidrug resistance (DRUG RESISTANCE, MULTIPLE). Although P-Glycoproteins share functional similarities to MULTIDRUG RESISTANCE-ASSOCIATED PROTEINS they are two distinct subclasses of ATP-BINDING CASSETTE TRANSPORTERS, and have little sequence homology. [MESH:D018435]",4
1133,1104,"ABCC subfamily","MRP","transporter  ntpase  atp binding cassette  mrp","A sequence-related subfamily of ATP-BINDING CASSETTE TRANSPORTERS that actively transport organic substrates. Although considered organic anion transporters, a subset of proteins in this family have also been shown to convey drug resistance to neutral organic drugs. Their cellular function may have clinical significance for CHEMOTHERAPY in that they transport a variety of ANTINEOPLASTIC AGENTS. Overexpression of proteins in this class by NEOPLASMS is considered a possible mechanism in the development of multidrug resistance (DRUG RESISTANCE, MULTIPLE). Although similar in function to P-GLYCOPROTEINS, the proteins in this class share little sequence homology to the p-glycoprotein family of proteins. [MESH:D027425]",4
1135,1087,"Cysteine protease PAC clan","PAC","enzyme  protease  cysteine  pac",,4
1136,1079,"Serine protease PA clan","PAS","enzyme  protease  serine  pas",,4
1137,1091,"Threonine protease PBT clan","PBT","enzyme  protease  threonine  pbt",,4
1138,1087,"Cysteine protease PCC clan","PCC","enzyme  protease  cysteine  pcc",,4
1144,1024,"5HT3 receptor","5HT3","ion channel  lgic  5ht3","A subclass of serotonin receptors that form cation channels and mediate signal transduction by depolarizing the cell membrane. The cation channels are formed from 5 receptor subunits. When stimulated the receptors allow the selective passage of SODIUM; POTASSIUM; and CALCIUM. [MESH:D044406]",3
1145,1053,"AMPA receptor","AMPA","ion channel  lgic  glut  ampa","A class of ionotropic glutamate receptors characterized by their affinity for the agonist AMPA (alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid). [MESH:D018091]",4
1146,676,"Cystic fibrosis transmembrane conductance regulator","CFTR","ion channel  other  chloride  cftr","A chloride channel that regulates secretion in many exocrine tissues. Abnormalities in the CFTR gene have been shown to cause cystic fibrosis. (Hum Genet 1994;93(4):364-8) [MESH:D019005]",4
1149,1053,"Glutamate receptor ionotropic delta-1","GRID","ion channel  lgic  glut  grid",,4
1150,1053,"NMDA receptor","NMDA","ion channel  lgic  glut  nmda","A class of ionotropic glutamate receptors characterized by affinity for N-methyl-D-aspartate. NMDA receptors have an allosteric binding site for glycine which must be occupied for the channel to open efficiently and a site within the channel itself to which magnesium ions bind in a voltage-dependent manner. The positive voltage dependence of channel conductance and the high permeability of the conducting channel to calcium ions (as well as to monovalent cations) are important in excitotoxicity and neuronal plasticity. [MESH:D016194]",4
1152,1040,"Nuclear hormone receptor subfamily 0 group B","NR0B","transcription factor  nuclear receptor  nr0  nr0b",,4
1153,1041,"Nuclear hormone receptor subfamily 1 group A","NR1A","transcription factor  nuclear receptor  nr1  nr1a","Specific high affinity binding proteins for THYROID HORMONES in target cells. They are usually found in the nucleus and regulate DNA transcription. These receptors are activated by hormones that leads to transcription, cell differentiation, and growth suppression. Thyroid hormone receptors are encoded by two genes (GENES, ERBA): erbA-alpha and erbA-beta for alpha and beta thyroid hormone receptors, respectively. [MESH:D011988]",4
1154,1041,"Nuclear hormone receptor subfamily 1 group B","NR1B","transcription factor  nuclear receptor  nr1  nr1b","Proteins in the nucleus or cytoplasm that specifically bind RETINOIC ACID or RETINOL and trigger changes in the behavior of cells. Retinoic acid receptors, like steroid receptors, are ligand-activated transcription regulators. Several types have been recognized. [MESH:D018168]",4
1155,1041,"Nuclear hormone receptor subfamily 1 group C","NR1C","transcription factor  nuclear receptor  nr1  nr1c","TRANSCRIPTION FACTORS that are activated by ligands and heterodimerize with RETINOID X RECEPTORS and bind to peroxisome proliferator response elements in the promoter regions of target genes. [MESH:D047492]",4
1156,1041,"Nuclear hormone receptor subfamily 1 group D","NR1D","transcription factor  nuclear receptor  nr1  nr1d",,4
1157,1041,"Nuclear hormone receptor subfamily 1 group F","NR1F","transcription factor  nuclear receptor  nr1  nr1f",,4
1158,1041,"Nuclear hormone receptor subfamily 1 group H","NR1H","transcription factor  nuclear receptor  nr1  nr1h",,4
1159,1041,"Nuclear hormone receptor subfamily 1 group I","NR1I","transcription factor  nuclear receptor  nr1  nr1i",,4
1160,1042,"Nuclear hormone receptor subfamily 2 group A","NR2A","transcription factor  nuclear receptor  nr2  nr2a",,4
1161,1042,"Nuclear hormone receptor subfamily 2 group B","NR2B","transcription factor  nuclear receptor  nr2  nr2b","A subtype of RETINOIC ACID RECEPTORS that are specific for 9-cis-retinoic acid which function as nuclear TRANSCRIPTION FACTORS that regulate multiple signalling pathways. [MESH:D047488]",4
1162,1042,"Nuclear hormone receptor subfamily 2 group C","NR2C","transcription factor  nuclear receptor  nr2  nr2c",,4
1163,1042,"Nuclear hormone receptor subfamily 2 group E","NR2E","transcription factor  nuclear receptor  nr2  nr2e",,4
1164,1042,"Nuclear hormone receptor subfamily 2 group F","NR2F","transcription factor  nuclear receptor  nr2  nr2f",,4
1165,1043,"Nuclear hormone receptor subfamily 3 group A","NR3A","transcription factor  nuclear receptor  nr3  nr3a","Cytoplasmic proteins that bind estrogens and migrate to the nucleus where they regulate DNA transcription. Evaluation of the state of estrogen receptors in breast cancer patients has become clinically important. [MESH:D011960]",4
1166,1043,"Nuclear hormone receptor subfamily 3 group B","NR3B","transcription factor  nuclear receptor  nr3  nr3b",,4
1167,1043,"Nuclear hormone receptor subfamily 3 group C","NR3C","transcription factor  nuclear receptor  nr3  nr3c",,4
1168,1044,"Nuclear hormone receptor subfamily 4 group A","NR4A","transcription factor  nuclear receptor  nr4  nr4a",,4
1169,1045,"Nuclear hormone receptor subfamily 5 group A","NR5A","transcription factor  nuclear receptor  nr5  nr5a",,4
1170,1046,"Nuclear hormone receptor subfamily 6 group A","NR6A","transcription factor  nuclear receptor  nr6  nr6a",,4
1173,1024,"GABA-A receptor","GABAA","ion channel  lgic  gabaa","Cell surface proteins which bind GAMMA-AMINOBUTYRIC ACID and contain an integral membrane chloride channel. Each receptor is assembled as a pentamer from a pool of at least 19 different possible subunits. The receptors belong to a superfamily that share a common CYSTEINE loop. [MESH:D011963]",3
1175,1098,"Calcium ATPase","Ca ATPase","transporter  ntpase  p-type atpase  ca atpase",,4
1178,1019,"Cyclic nucleotide-regulated channel","c-GMP","ion channel  vgc  c-gmp","Ion channels that are regulated by cyclic GMP or cyclic AMP binding and contain six transmembrane segments and an ion conducting pore that passes monovalent cations. They are expressed in OLFACTORY NERVE cilia and in PHOTORECEPTOR CELLS and some PLANTS. They are blocked by DILTIAZEM. [MESH:D054815]",3
1179,1054,"Cytochrome P450 family 1A","CYP_1A","enzyme  cytochrome p450  cyp_1  cyp_1a",,4
1180,1054,"Cytochrome P450 family 1B","CYP_1B","enzyme  cytochrome p450  cyp_1  cyp_1b",,4
1181,1055,"Cytochrome P450 family 2A","CYP_2A","enzyme  cytochrome p450  cyp_2  cyp_2a",,4
1182,1055,"Cytochrome P450 family 2B","CYP_2B","enzyme  cytochrome p450  cyp_2  cyp_2b",,4
1183,1055,"Cytochrome P450 family 2C","CYP_2C","enzyme  cytochrome p450  cyp_2  cyp_2c",,4
1184,1055,"Cytochrome P450 family 2D","CYP_2D","enzyme  cytochrome p450  cyp_2  cyp_2d",,4
1185,1055,"Cytochrome P450 family 2E","CYP_2E","enzyme  cytochrome p450  cyp_2  cyp_2e",,4
1186,1056,"Cytochrome P450 family 3A","CYP_3A","enzyme  cytochrome p450  cyp_3  cyp_3a","A cytochrome P-450 monooxygenase that is involved in an NADPH-dependent electron transport pathway by oxidizing a variety of structurally unrelated compounds, including STEROIDS; FATTY ACIDS; and XENOBIOTICS. This enzyme has clinical significance due to its ability to metabolize a diverse array of clinically important drugs such as CYCLOSPORINE; VERAPAMIL; and MIDAZOLAM. This enzyme also catalyzes the N-demethylation of ERYTHROMYCIN. [MESH:D051544]",4
1187,1057,"Cytochrome P450 family 4A","CYP_4A","enzyme  cytochrome p450  cyp_4  cyp_4a","A P450 oxidoreductase that catalyzes the hydroxylation of the terminal carbon of linear hydrocarbons such as octane and FATTY ACIDS in the omega position. The enzyme may also play a role in the oxidation of a variety of structurally unrelated compounds such as XENOBIOTICS, and STEROIDS. [MESH:D042926]",4
1188,1057,"Cytochrome P450 family 4F","CYP_4F","enzyme  cytochrome p450  cyp_4  cyp_4f",,4
1189,1058,"Cytochrome P450 family 5A","CYP_5A","enzyme  cytochrome p450  cyp_5  cyp_5a","An enzyme found predominantly in platelet microsomes. It catalyzes the conversion of PGG(2) and PGH(2) (prostaglandin endoperoxides) to thromboxane A2. EC 5.3.99.5. [MESH:D013930]",4
1190,1059,"Cytochrome P450 family 7A","CYP_7A","enzyme  cytochrome p450  cyp_7  cyp_7a","A membrane-bound cytochrome P450 enzyme that catalyzes the 7-alpha-hydroxylation of CHOLESTEROL in the presence of molecular oxygen and NADPH-FERRIHEMOPROTEIN REDUCTASE. This enzyme, encoded by CYP7, converts cholesterol to 7-alpha-hydroxycholesterol which is the first and rate-limiting step in the synthesis of BILE ACIDS. [MESH:D002790]",4
1191,1060,"Cytochrome P450 family 8A","CYP_8A","enzyme  cytochrome p450  cyp_8  cyp_8a",,4
1218,1070,"Cytochrome P450 family 11A","CYP_11A","enzyme  cytochrome p450  cyp_11  cyp_11a",,4
1219,1070,"Cytochrome P450 family 11B","CYP_11B","enzyme  cytochrome p450  cyp_11  cyp_11b",,4
1220,1071,"Cytochrome P450 family 17A","CYP_17A","enzyme  cytochrome p450  cyp_17  cyp_17a","A microsomal cytochrome P450 enzyme that catalyzes the 17-alpha-hydroxylation of progesterone or pregnenolone and subsequent cleavage of the residual two carbons at C17 in the presence of molecular oxygen and NADPH-FERRIHEMOPROTEIN REDUCTASE. This enzyme, encoded by CYP17 gene, generates precursors for glucocorticoid, androgen, and estrogen synthesis. Defects in CYP17 gene cause congenital adrenal hyperplasia (ADRENAL HYPERPLASIA, CONGENITAL) and abnormal sexual differentiation. [MESH:D013254]",4
1221,1072,"Cytochrome P450 family 19A","CYP_19A","enzyme  cytochrome p450  cyp_19  cyp_19a","An enzyme that catalyzes the desaturation (aromatization) of the ring A of C19 androgens and converts them to C18 estrogens. In this process, the 19-methyl is removed. This enzyme is membrane-bound, located in the endoplasmic reticulum of estrogen-producing cells of ovaries, placenta, testes, adipose, and brain tissues. Aromatase is encoded by the CYP19 gene, and functions in complex with NADPH-FERRIHEMOPROTEIN REDUCTASE in the cytochrome P-450 system. [MESH:D001141]",4
1222,1073,"Cytochrome P450 family 21A","CYP_21A","enzyme  cytochrome p450  cyp_21  cyp_21a","An adrenal microsomal cytochrome P450 enzyme that catalyzes the 21-hydroxylation of steroids in the presence of molecular oxygen and NADPH-FERRIHEMOPROTEIN REDUCTASE. This enzyme, encoded by CYP21 gene, converts progesterones to precursors of adrenal steroid hormones (CORTICOSTERONE; HYDROCORTISONE). Defects in CYP21 cause congenital adrenal hyperplasia (ADRENAL HYPERPLASIA, CONGENITAL). [MESH:D013255]",4
1223,1074,"Cytochrome P450 family 24A","CYP_24A","enzyme  cytochrome p450  cyp_24  cyp_24a",,4
1224,1075,"Cytochrome P450 family 26A","CYP_26A","enzyme  cytochrome p450  cyp_26  cyp_26a",,4
1225,1076,"Cytochrome P450 family 51A","CYP_51A","enzyme  cytochrome p450  cyp_51  cyp_51a",,4
1226,1053,"Kainate receptor","KAINATE","ion channel  lgic  glut  kainate","A class of ionotropic glutamate receptors characterized by their affinity for KAINIC ACID. [MESH:D018092]",4
1235,745,"V-type ATPase","V-type ATPase","transporter  ntpase  f-type and v-type  v-type atpase",,4
1251,1083,"Glucagon-like receptor","Glucagon-like","membrane receptor  7tm2  peptide  glucagon-like",,4
1253,1082,"Short peptide receptor (family A GPCR)","Short Peptide","membrane receptor  7tm1  peptide  short peptide",,4
1256,1083,"Calcitonin-like receptor","Calcitonin-like","membrane receptor  7tm2  peptide  calcitonin-like","Cell surface proteins that bind CALCITONIN GENE-RELATED PEPTIDE with high affinity and trigger intracellular changes which influence the behavior of cells. CGRP receptors are present in both the CENTRAL NERVOUS SYSTEM and the periphery. They are formed via the heterodimerization of the CALCITONIN RECEPTOR-LIKE PROTEIN and RECEPTOR ACTIVITY-MODIFYING PROTEIN 1. [MESH:D018015]",4
1259,1089,"Neurotransmitter receptor (family C GPCR)","Neurotransmitter","membrane receptor  7tm3  smallmol  neurotransmitter",,4
1264,648,"Guanylate cyclase","Guanylate cyclase","enzyme  lyase  guanylate cyclase","A class of cellular membrane receptors that either have an intrinsic guanylate cyclase activity or are closely coupled to specific guanylate cyclases within the cell. [MESH:D050705]",3
1265,1082,"Chemokine receptor","Chemokine receptor","membrane receptor  7tm1  peptide  chemokine receptor","Cell surface glycoproteins that bind to chemokines and thus mediate the migration of pro-inflammatory molecules. The receptors are members of the seven-transmembrane G protein-coupled receptor family. Like the CHEMOKINES themselves, the receptors can be divided into at least three structural branches: CR, CCR, and CXCR, according to variations in a shared cysteine motif. [MESH:D019707]",4
1266,1088,"Monoamine receptor","Monoamine receptor","membrane receptor  7tm1  smallmol  monoamine receptor",,4
1267,1088,"Monoamine-derivative receptor (family A GPCR)","Monoamine-derivative","membrane receptor  7tm1  smallmol  monoamine-derivative",,4
1268,1082,"Glycohormone receptor","Glycohormone receptor","membrane receptor  7tm1  peptide  glycohormone receptor",,4
1269,1082,"Anaphylatoxin receptor family","Anaphylatoxin receptor","membrane receptor  7tm1  peptide  anaphylatoxin receptor","A G-protein-coupled receptor that signals an increase in intracellular calcium in response to the potent ANAPHYLATOXIN peptide COMPLEMENT C5A. [MESH:D044087]",4
1270,1082,"Chemokine receptor-like","Chemokine receptor-like","membrane receptor  7tm1  peptide  chemokine receptor-like",,4
1271,1038,"Calcium sensing receptor","Calcium sensing receptor","membrane receptor  7tm3  ion  calcium sensing receptor","A class of G-protein-coupled receptors that react to varying extracellular CALCIUM levels. Calcium-sensing receptors in the PARATHYROID GLANDS play an important role in the maintenance of calcium HOMEOSTASIS by regulating the release of PARATHYROID HORMONE. They differ from INTRACELLULAR CALCIUM-SENSING PROTEINS which sense intracellular calcium levels. [MESH:D044169]",4
1272,1088,"Nucleotide-like receptor (family A GPCR)","Nucleotide-like receptor","membrane receptor  7tm1  smallmol  nucleotide-like receptor",,4
1273,1088,"Lipid-like ligand receptor (family A GPCR)","Lipid-like ligand receptor","membrane receptor  7tm1  smallmol  lipid-like ligand receptor",,4
1274,1082,"Protease-activated receptor","Protease-activated receptor","membrane receptor  7tm1  peptide  protease-activated receptor","A class of receptors that are activated by the action of PROTEINASES. The most notable examples are the THROMBIN RECEPTORS. The receptors contain cryptic ligands that are exposed upon the selective proteolysis of specific N-terminal cleavage sites. [MESH:D044462]",4
1275,1083,"Parathyroid hormone receptor","Parathyroid hormone receptor","membrane receptor  7tm2  peptide  parathyroid hormone receptor","A parathyroid hormone receptor subtype that recognizes both PARATHYROID HORMONE and PARATHYROID HORMONE-RELATED PROTEIN. It is a G-protein-coupled receptor that is expressed at high levels in BONE and in KIDNEY. [MESH:D044168]",4
1277,1083,"Vasoactive intestinal peptide receptor","Vasoactive intestinal peptide receptor","membrane receptor  7tm2  peptide  vasoactive intestinal peptide receptor","Cell surface proteins that bind VASOACTIVE INTESTINAL PEPTIDE; (VIP); with high affinity and trigger intracellular changes which influence the behavior of cells. [MESH:D018005]",4
1278,1083,"Corticotropin releasing factor receptor","Corticotropin releasing factor receptor","membrane receptor  7tm2  peptide  corticotropin releasing factor receptor","Cell surface proteins that bind corticotropin-releasing hormone with high affinity and trigger intracellular changes which influence the behavior of cells. The corticotropin releasing-hormone receptors on anterior pituitary cells mediate the stimulation of corticotropin release by hypothalamic corticotropin releasing factor. The physiological consequence of activating corticotropin-releasing hormone receptors on central neurons is not well understood. [MESH:D018019]",4
1285,1100,"TK protein kinase group","Tk","enzyme  kinase  protein kinase  tk","Protein kinases that catalyze the PHOSPHORYLATION of TYROSINE residues in proteins with ATP or other nucleotides as phosphate donors. [MESH:D011505]",4
1289,1100,"AGC protein kinase group","Agc","enzyme  kinase  protein kinase  agc",,4
1301,1100,"CK1 protein kinase group","Ck1","enzyme  kinase  protein kinase  ck1",,4
1315,1264,"Receptor guanylate cyclase","Rgc","enzyme  lyase  guanylate cyclase  receptor guanylate cyclase","A class of cellular membrane receptors that either have an intrinsic guanylate cyclase activity or are closely coupled to specific guanylate cyclases within the cell. [MESH:D050705]",4
1331,1100,"STE protein kinase group","Ste","enzyme  kinase  protein kinase  ste",,4
1334,1100,"TKL protein kinase group","Tkl","enzyme  kinase  protein kinase  tkl",,4
1339,1100,"CAMK protein kinase group","Camk","enzyme  kinase  protein kinase  camk","A CALMODULIN-dependent enzyme that catalyzes the phosphorylation of proteins. This enzyme is also sometimes dependent on CALCIUM. A wide range of proteins can act as acceptor, including VIMENTIN; SYNAPSINS; GLYCOGEN SYNTHASE; MYOSIN LIGHT CHAINS; and the MICROTUBULE-ASSOCIATED PROTEINS. (From Enzyme Nomenclature, 1992, p277) [MESH:D017871]",4
1452,1100,"Atypical protein kinase group","Atypical","enzyme  kinase  protein kinase  atypical",,4
